Question,Answer
Question about junk mail 1451ff,"To dispose of junk mail, please use the dry waste recycling bin."
Question about junk mail 260b0e,"To dispose of junk mail, please use the dry waste recycling bin."
Question about aluminum foil 6e3bd0,"To dispose of aluminum foil, please use the dry waste recycling bin."
Question about pizza box (clean) cb6e71,"To dispose of pizza box (clean), please use the dry waste recycling bin."
Question about soda can 9b1b71,"To dispose of soda can, please use the dry waste recycling bin."
Question about paper bag 1c1269,"To dispose of paper bag, please use the dry waste recycling bin."
Question about magazine c8a7f2,"To dispose of magazine, please use the dry waste recycling bin."
Question about empty deodorant 1851a9,"To dispose of empty deodorant, please use the dry waste recycling bin."
Question about milk carton b57bf8,"To dispose of milk carton, please use the dry waste recycling bin."
Question about empty deodorant c3fa4a,"To dispose of empty deodorant, please use the dry waste recycling bin."
Question about cardboard a933d4,"To dispose of cardboard, please use the dry waste recycling bin."
Question about plastic cup b206d5,"To dispose of plastic cup, please use the dry waste recycling bin."
Question about empty deodorant 7a978a,"To dispose of empty deodorant, please use the dry waste recycling bin."
Question about metal lid f92f1d,"To dispose of metal lid, please use the dry waste recycling bin."
Question about wrapping paper 57dcb2,"To dispose of wrapping paper, please use the dry waste recycling bin."
Question about shampoo bottle 70e726,"To dispose of shampoo bottle, please use the dry waste recycling bin."
Question about detergent bottle d9370b,"To dispose of detergent bottle, please use the dry waste recycling bin."
Question about plastic bottle 121056,"To dispose of plastic bottle, please use the dry waste recycling bin."
Question about beer can 95df62,"To dispose of beer can, please use the dry waste recycling bin."
Question about cookie box fde22c,"To dispose of cookie box, please use the dry waste recycling bin."
Question about plastic container cadede,"To dispose of plastic container, please use the dry waste recycling bin."
Question about magazine 7b9c1f,"To dispose of magazine, please use the dry waste recycling bin."
Question about wine bottle 7400ce,"To dispose of wine bottle, please use the dry waste recycling bin."
Question about pizza box (clean) 2757b0,"To dispose of pizza box (clean), please use the dry waste recycling bin."
Question about metal lid 938f2e,"To dispose of metal lid, please use the dry waste recycling bin."
Question about wine bottle 970655,"To dispose of wine bottle, please use the dry waste recycling bin."
Question about shampoo bottle 87b258,"To dispose of shampoo bottle, please use the dry waste recycling bin."
Question about wine bottle c0e469,"To dispose of wine bottle, please use the dry waste recycling bin."
Question about metal lid b903af,"To dispose of metal lid, please use the dry waste recycling bin."
Question about magazine 0ebf3c,"To dispose of magazine, please use the dry waste recycling bin."
Question about junk mail 90e5ba,"To dispose of junk mail, please use the dry waste recycling bin."
Question about cardboard 0e2cb7,"To dispose of cardboard, please use the dry waste recycling bin."
Question about cookie box 768c17,"To dispose of cookie box, please use the dry waste recycling bin."
Question about soda can 7808d2,"To dispose of soda can, please use the dry waste recycling bin."
Question about magazine 29b7c5,"To dispose of magazine, please use the dry waste recycling bin."
Question about broken glass 0b3661,"To dispose of broken glass, please use the dry waste recycling bin."
Question about wrapping paper f5bbb6,"To dispose of wrapping paper, please use the dry waste recycling bin."
Question about tin can ac8fbe,"To dispose of tin can, please use the dry waste recycling bin."
Question about glass jar 66b7ac,"To dispose of glass jar, please use the dry waste recycling bin."
Question about shampoo bottle ad74a9,"To dispose of shampoo bottle, please use the dry waste recycling bin."
Question about wrapping paper 642faa,"To dispose of wrapping paper, please use the dry waste recycling bin."
Question about detergent bottle 803af9,"To dispose of detergent bottle, please use the dry waste recycling bin."
Question about soda can 7b515d,"To dispose of soda can, please use the dry waste recycling bin."
Question about plastic bottle 3478fd,"To dispose of plastic bottle, please use the dry waste recycling bin."
Question about beer can 25021b,"To dispose of beer can, please use the dry waste recycling bin."
Question about empty deodorant 943137,"To dispose of empty deodorant, please use the dry waste recycling bin."
Question about beer can ff127d,"To dispose of beer can, please use the dry waste recycling bin."
Question about magazine 391430,"To dispose of magazine, please use the dry waste recycling bin."
Question about broken glass d2e5d2,"To dispose of broken glass, please use the dry waste recycling bin."
Question about aluminum foil d92978,"To dispose of aluminum foil, please use the dry waste recycling bin."
Question about empty deodorant 142138,"To dispose of empty deodorant, please use the dry waste recycling bin."
Question about plastic bottle 8b362b,"To dispose of plastic bottle, please use the dry waste recycling bin."
Question about glass jar dbd219,"To dispose of glass jar, please use the dry waste recycling bin."
Question about cookie box 606e6c,"To dispose of cookie box, please use the dry waste recycling bin."
Question about pizza box (clean) c32288,"To dispose of pizza box (clean), please use the dry waste recycling bin."
Question about tin can b732ed,"To dispose of tin can, please use the dry waste recycling bin."
Question about milk carton f3d95b,"To dispose of milk carton, please use the dry waste recycling bin."
Question about glass jar f354fc,"To dispose of glass jar, please use the dry waste recycling bin."
Question about plastic cup 551f8a,"To dispose of plastic cup, please use the dry waste recycling bin."
Question about metal lid ac2803,"To dispose of metal lid, please use the dry waste recycling bin."
Question about milk carton 362759,"To dispose of milk carton, please use the dry waste recycling bin."
Question about plastic bottle baf407,"To dispose of plastic bottle, please use the dry waste recycling bin."
Question about paper bag bdd817,"To dispose of paper bag, please use the dry waste recycling bin."
Question about plastic container 8299de,"To dispose of plastic container, please use the dry waste recycling bin."
Question about soda can 835dde,"To dispose of soda can, please use the dry waste recycling bin."
Question about detergent bottle 2b3bf4,"To dispose of detergent bottle, please use the dry waste recycling bin."
Question about office paper 5306fe,"To dispose of office paper, please use the dry waste recycling bin."
Question about soda can 033d06,"To dispose of soda can, please use the dry waste recycling bin."
Question about aluminum foil e02870,"To dispose of aluminum foil, please use the dry waste recycling bin."
Question about magazine ef525e,"To dispose of magazine, please use the dry waste recycling bin."
Question about milk carton e7efb8,"To dispose of milk carton, please use the dry waste recycling bin."
Question about wrapping paper 33443a,"To dispose of wrapping paper, please use the dry waste recycling bin."
Question about plastic container 5ef85a,"To dispose of plastic container, please use the dry waste recycling bin."
Question about soda can 88e791,"To dispose of soda can, please use the dry waste recycling bin."
Question about metal lid 2c8463,"To dispose of metal lid, please use the dry waste recycling bin."
Question about beer can f833e8,"To dispose of beer can, please use the dry waste recycling bin."
Question about cereal box 3accf2,"To dispose of cereal box, please use the dry waste recycling bin."
Question about junk mail 349f79,"To dispose of junk mail, please use the dry waste recycling bin."
Question about tin can af92af,"To dispose of tin can, please use the dry waste recycling bin."
Question about tin can 06f717,"To dispose of tin can, please use the dry waste recycling bin."
Question about glass jar 728831,"To dispose of glass jar, please use the dry waste recycling bin."
Question about soda can 653fc6,"To dispose of soda can, please use the dry waste recycling bin."
Question about glass jar 3a9e11,"To dispose of glass jar, please use the dry waste recycling bin."
Question about broken glass 1465a3,"To dispose of broken glass, please use the dry waste recycling bin."
Question about paper bag d5d494,"To dispose of paper bag, please use the dry waste recycling bin."
Question about empty deodorant d83df0,"To dispose of empty deodorant, please use the dry waste recycling bin."
Question about newspaper efb15b,"To dispose of newspaper, please use the dry waste recycling bin."
Question about plastic bottle e28a6b,"To dispose of plastic bottle, please use the dry waste recycling bin."
Question about detergent bottle 5801db,"To dispose of detergent bottle, please use the dry waste recycling bin."
Question about paper bag 81f7fe,"To dispose of paper bag, please use the dry waste recycling bin."
Question about beer can 3df679,"To dispose of beer can, please use the dry waste recycling bin."
Question about magazine 439026,"To dispose of magazine, please use the dry waste recycling bin."
Question about cookie box 1768ce,"To dispose of cookie box, please use the dry waste recycling bin."
Question about soda can 63c13b,"To dispose of soda can, please use the dry waste recycling bin."
Question about pizza box (clean) cf6524,"To dispose of pizza box (clean), please use the dry waste recycling bin."
Question about aluminum foil 48b84a,"To dispose of aluminum foil, please use the dry waste recycling bin."
Question about shampoo bottle 320f8e,"To dispose of shampoo bottle, please use the dry waste recycling bin."
Question about metal lid 1252c3,"To dispose of metal lid, please use the dry waste recycling bin."
Question about glass jar 88ab5e,"To dispose of glass jar, please use the dry waste recycling bin."
Question about office paper 341881,"To dispose of office paper, please use the dry waste recycling bin."
Question about paper bag b72a75,"To dispose of paper bag, please use the dry waste recycling bin."
Question about metal lid 9f061f,"To dispose of metal lid, please use the dry waste recycling bin."
Question about newspaper 49f353,"To dispose of newspaper, please use the dry waste recycling bin."
Question about magazine 519f04,"To dispose of magazine, please use the dry waste recycling bin."
Question about tin can 39c9a0,"To dispose of tin can, please use the dry waste recycling bin."
Question about office paper 21f1cb,"To dispose of office paper, please use the dry waste recycling bin."
Question about office paper fb8ad1,"To dispose of office paper, please use the dry waste recycling bin."
Question about office paper 960c0b,"To dispose of office paper, please use the dry waste recycling bin."
Question about pizza box (clean) 521b93,"To dispose of pizza box (clean), please use the dry waste recycling bin."
Question about cardboard 22aa10,"To dispose of cardboard, please use the dry waste recycling bin."
Question about office paper 968cbc,"To dispose of office paper, please use the dry waste recycling bin."
Question about metal lid 26ea0c,"To dispose of metal lid, please use the dry waste recycling bin."
Question about plastic bottle ee50fd,"To dispose of plastic bottle, please use the dry waste recycling bin."
Question about cardboard aef392,"To dispose of cardboard, please use the dry waste recycling bin."
Question about beer can 2bbf0f,"To dispose of beer can, please use the dry waste recycling bin."
Question about metal lid 4584b0,"To dispose of metal lid, please use the dry waste recycling bin."
Question about pizza box (clean) 531ce8,"To dispose of pizza box (clean), please use the dry waste recycling bin."
Question about plastic bottle fb7a31,"To dispose of plastic bottle, please use the dry waste recycling bin."
Question about wine bottle 452272,"To dispose of wine bottle, please use the dry waste recycling bin."
Question about junk mail 60d51d,"To dispose of junk mail, please use the dry waste recycling bin."
Question about aluminum foil 4a7d95,"To dispose of aluminum foil, please use the dry waste recycling bin."
Question about plastic cup 4b3f37,"To dispose of plastic cup, please use the dry waste recycling bin."
Question about wrapping paper 1c4dde,"To dispose of wrapping paper, please use the dry waste recycling bin."
Question about office paper 99861c,"To dispose of office paper, please use the dry waste recycling bin."
Question about office paper a6fcb9,"To dispose of office paper, please use the dry waste recycling bin."
Question about newspaper 3fc68a,"To dispose of newspaper, please use the dry waste recycling bin."
Question about empty deodorant a28a01,"To dispose of empty deodorant, please use the dry waste recycling bin."
Question about cereal box ff7d6f,"To dispose of cereal box, please use the dry waste recycling bin."
Question about aluminum foil 9c24a0,"To dispose of aluminum foil, please use the dry waste recycling bin."
Question about wine bottle d9e40a,"To dispose of wine bottle, please use the dry waste recycling bin."
Question about glass jar 58e0b6,"To dispose of glass jar, please use the dry waste recycling bin."
Question about plastic cup 4bee81,"To dispose of plastic cup, please use the dry waste recycling bin."
Question about cereal box df83f9,"To dispose of cereal box, please use the dry waste recycling bin."
Question about shampoo bottle 9fc01e,"To dispose of shampoo bottle, please use the dry waste recycling bin."
Question about cookie box fb0586,"To dispose of cookie box, please use the dry waste recycling bin."
Question about empty deodorant 8282a1,"To dispose of empty deodorant, please use the dry waste recycling bin."
Question about milk carton 07cefc,"To dispose of milk carton, please use the dry waste recycling bin."
Question about cardboard 83a8b2,"To dispose of cardboard, please use the dry waste recycling bin."
Question about tin can 405d57,"To dispose of tin can, please use the dry waste recycling bin."
Question about cereal box 3f1624,"To dispose of cereal box, please use the dry waste recycling bin."
Question about broken glass 4fa898,"To dispose of broken glass, please use the dry waste recycling bin."
Question about tin can 92b273,"To dispose of tin can, please use the dry waste recycling bin."
Question about plastic container 569a51,"To dispose of plastic container, please use the dry waste recycling bin."
Question about plastic container d86d06,"To dispose of plastic container, please use the dry waste recycling bin."
Question about office paper 20ee31,"To dispose of office paper, please use the dry waste recycling bin."
Question about broken glass e17765,"To dispose of broken glass, please use the dry waste recycling bin."
Question about tin can 569124,"To dispose of tin can, please use the dry waste recycling bin."
Question about plastic cup c1dc62,"To dispose of plastic cup, please use the dry waste recycling bin."
Question about cardboard cdb632,"To dispose of cardboard, please use the dry waste recycling bin."
Question about cardboard a4191e,"To dispose of cardboard, please use the dry waste recycling bin."
Question about cardboard 79231e,"To dispose of cardboard, please use the dry waste recycling bin."
Question about magazine 99fd26,"To dispose of magazine, please use the dry waste recycling bin."
Question about broken glass 21e56e,"To dispose of broken glass, please use the dry waste recycling bin."
Question about junk mail 213dee,"To dispose of junk mail, please use the dry waste recycling bin."
Question about detergent bottle b26725,"To dispose of detergent bottle, please use the dry waste recycling bin."
Question about paper bag bde664,"To dispose of paper bag, please use the dry waste recycling bin."
Question about plastic container fe9b6a,"To dispose of plastic container, please use the dry waste recycling bin."
Question about office paper 61a4fc,"To dispose of office paper, please use the dry waste recycling bin."
Question about glass jar cecd64,"To dispose of glass jar, please use the dry waste recycling bin."
Question about aluminum foil 0f8e45,"To dispose of aluminum foil, please use the dry waste recycling bin."
Question about empty deodorant 4d7e83,"To dispose of empty deodorant, please use the dry waste recycling bin."
Question about metal lid f19bc1,"To dispose of metal lid, please use the dry waste recycling bin."
Question about metal lid ccd32f,"To dispose of metal lid, please use the dry waste recycling bin."
Question about soda can 1e6b83,"To dispose of soda can, please use the dry waste recycling bin."
Question about shampoo bottle cff4f8,"To dispose of shampoo bottle, please use the dry waste recycling bin."
Question about cardboard 2d9b5a,"To dispose of cardboard, please use the dry waste recycling bin."
Question about junk mail e17076,"To dispose of junk mail, please use the dry waste recycling bin."
Question about plastic cup 64c954,"To dispose of plastic cup, please use the dry waste recycling bin."
Question about wrapping paper 78a53e,"To dispose of wrapping paper, please use the dry waste recycling bin."
Question about soda can 45be4b,"To dispose of soda can, please use the dry waste recycling bin."
Question about tin can 92b377,"To dispose of tin can, please use the dry waste recycling bin."
Question about paper bag 10600b,"To dispose of paper bag, please use the dry waste recycling bin."
Question about detergent bottle c44121,"To dispose of detergent bottle, please use the dry waste recycling bin."
Question about office paper 9a7f8f,"To dispose of office paper, please use the dry waste recycling bin."
Question about cardboard a83dc4,"To dispose of cardboard, please use the dry waste recycling bin."
Question about empty deodorant 5607ea,"To dispose of empty deodorant, please use the dry waste recycling bin."
Question about newspaper 2e8a0c,"To dispose of newspaper, please use the dry waste recycling bin."
Question about magazine ab1545,"To dispose of magazine, please use the dry waste recycling bin."
Question about soda can d72356,"To dispose of soda can, please use the dry waste recycling bin."
Question about tin can 4b1201,"To dispose of tin can, please use the dry waste recycling bin."
Question about paper bag d1d5da,"To dispose of paper bag, please use the dry waste recycling bin."
Question about plastic cup f5d155,"To dispose of plastic cup, please use the dry waste recycling bin."
Question about shampoo bottle 6c0461,"To dispose of shampoo bottle, please use the dry waste recycling bin."
Question about wine bottle 4d6e8d,"To dispose of wine bottle, please use the dry waste recycling bin."
Question about shampoo bottle 9403cc,"To dispose of shampoo bottle, please use the dry waste recycling bin."
Question about plastic cup 543658,"To dispose of plastic cup, please use the dry waste recycling bin."
Question about newspaper 517d97,"To dispose of newspaper, please use the dry waste recycling bin."
Question about paper bag 71381f,"To dispose of paper bag, please use the dry waste recycling bin."
Question about detergent bottle 2efda4,"To dispose of detergent bottle, please use the dry waste recycling bin."
Question about glass jar 3724db,"To dispose of glass jar, please use the dry waste recycling bin."
Question about wine bottle ed9826,"To dispose of wine bottle, please use the dry waste recycling bin."
Question about broken glass 0c0979,"To dispose of broken glass, please use the dry waste recycling bin."
Question about metal lid 14749c,"To dispose of metal lid, please use the dry waste recycling bin."
Question about milk carton 57f443,"To dispose of milk carton, please use the dry waste recycling bin."
Question about office paper 3cae0d,"To dispose of office paper, please use the dry waste recycling bin."
Question about plastic container 19ab3f,"To dispose of plastic container, please use the dry waste recycling bin."
Question about broken glass 68e4d9,"To dispose of broken glass, please use the dry waste recycling bin."
Question about newspaper 95fff1,"To dispose of newspaper, please use the dry waste recycling bin."
Question about broken glass 13f79b,"To dispose of broken glass, please use the dry waste recycling bin."
Question about office paper 8319ef,"To dispose of office paper, please use the dry waste recycling bin."
Question about cardboard 6908c7,"To dispose of cardboard, please use the dry waste recycling bin."
Question about cereal box cd7d49,"To dispose of cereal box, please use the dry waste recycling bin."
Question about wine bottle 937b44,"To dispose of wine bottle, please use the dry waste recycling bin."
Question about newspaper 5e0992,"To dispose of newspaper, please use the dry waste recycling bin."
Question about pizza box (clean) ed3585,"To dispose of pizza box (clean), please use the dry waste recycling bin."
Question about paper bag 3bbb54,"To dispose of paper bag, please use the dry waste recycling bin."
Question about glass jar 61d010,"To dispose of glass jar, please use the dry waste recycling bin."
Question about office paper c5cffb,"To dispose of office paper, please use the dry waste recycling bin."
Question about junk mail 4eeaca,"To dispose of junk mail, please use the dry waste recycling bin."
Question about paper bag 557797,"To dispose of paper bag, please use the dry waste recycling bin."
Question about plastic bottle 266dc2,"To dispose of plastic bottle, please use the dry waste recycling bin."
Question about cardboard 73c576,"To dispose of cardboard, please use the dry waste recycling bin."
Question about milk carton c61b08,"To dispose of milk carton, please use the dry waste recycling bin."
Question about glass jar 8df9ec,"To dispose of glass jar, please use the dry waste recycling bin."
Question about plastic container 049a14,"To dispose of plastic container, please use the dry waste recycling bin."
Question about office paper f89a24,"To dispose of office paper, please use the dry waste recycling bin."
Question about broken glass 909fad,"To dispose of broken glass, please use the dry waste recycling bin."
Question about plastic cup e411a1,"To dispose of plastic cup, please use the dry waste recycling bin."
Question about plastic container 138aa5,"To dispose of plastic container, please use the dry waste recycling bin."
Question about tin can 619e52,"To dispose of tin can, please use the dry waste recycling bin."
Question about empty deodorant 697578,"To dispose of empty deodorant, please use the dry waste recycling bin."
Question about paper bag 9c2499,"To dispose of paper bag, please use the dry waste recycling bin."
Question about office paper 845694,"To dispose of office paper, please use the dry waste recycling bin."
Question about magazine e588b4,"To dispose of magazine, please use the dry waste recycling bin."
Question about wrapping paper 859889,"To dispose of wrapping paper, please use the dry waste recycling bin."
Question about aluminum foil 4a976a,"To dispose of aluminum foil, please use the dry waste recycling bin."
Question about cereal box 50e5fd,"To dispose of cereal box, please use the dry waste recycling bin."
Question about soda can a09c04,"To dispose of soda can, please use the dry waste recycling bin."
Question about cardboard 4b89f5,"To dispose of cardboard, please use the dry waste recycling bin."
Question about office paper 59fd13,"To dispose of office paper, please use the dry waste recycling bin."
Question about tin can 0f5ced,"To dispose of tin can, please use the dry waste recycling bin."
Question about plastic container 4a86cd,"To dispose of plastic container, please use the dry waste recycling bin."
Question about pizza box (clean) 942b64,"To dispose of pizza box (clean), please use the dry waste recycling bin."
Question about cereal box d56c42,"To dispose of cereal box, please use the dry waste recycling bin."
Question about pizza box (clean) 598c14,"To dispose of pizza box (clean), please use the dry waste recycling bin."
Question about junk mail de3bae,"To dispose of junk mail, please use the dry waste recycling bin."
Question about cookie box 495e45,"To dispose of cookie box, please use the dry waste recycling bin."
Question about wrapping paper 99bb5d,"To dispose of wrapping paper, please use the dry waste recycling bin."
Question about tin can 5f632d,"To dispose of tin can, please use the dry waste recycling bin."
Question about cardboard 2f327d,"To dispose of cardboard, please use the dry waste recycling bin."
Question about plastic bottle 4699c6,"To dispose of plastic bottle, please use the dry waste recycling bin."
Question about glass jar dbd001,"To dispose of glass jar, please use the dry waste recycling bin."
Question about broken glass bfd056,"To dispose of broken glass, please use the dry waste recycling bin."
Question about soda can 6b1381,"To dispose of soda can, please use the dry waste recycling bin."
Question about plastic cup 14479e,"To dispose of plastic cup, please use the dry waste recycling bin."
Question about cardboard 12113c,"To dispose of cardboard, please use the dry waste recycling bin."
Question about junk mail 1c7ab2,"To dispose of junk mail, please use the dry waste recycling bin."
Question about beer can 8796c6,"To dispose of beer can, please use the dry waste recycling bin."
Question about paper bag a7fae1,"To dispose of paper bag, please use the dry waste recycling bin."
Question about aluminum foil e8415d,"To dispose of aluminum foil, please use the dry waste recycling bin."
Question about metal lid cbde4a,"To dispose of metal lid, please use the dry waste recycling bin."
Question about soda can 3cf91b,"To dispose of soda can, please use the dry waste recycling bin."
Question about office paper 940c0e,"To dispose of office paper, please use the dry waste recycling bin."
Question about wine bottle 0ea2e3,"To dispose of wine bottle, please use the dry waste recycling bin."
Question about office paper c88fdd,"To dispose of office paper, please use the dry waste recycling bin."
Question about cookie box ff8319,"To dispose of cookie box, please use the dry waste recycling bin."
Question about milk carton c21dd0,"To dispose of milk carton, please use the dry waste recycling bin."
Question about beer can ab5efd,"To dispose of beer can, please use the dry waste recycling bin."
Question about cookie box b45c1b,"To dispose of cookie box, please use the dry waste recycling bin."
Question about wine bottle 1a8c2c,"To dispose of wine bottle, please use the dry waste recycling bin."
Question about milk carton 398e17,"To dispose of milk carton, please use the dry waste recycling bin."
Question about milk carton b73062,"To dispose of milk carton, please use the dry waste recycling bin."
Question about shampoo bottle 29636e,"To dispose of shampoo bottle, please use the dry waste recycling bin."
Question about cereal box 851e75,"To dispose of cereal box, please use the dry waste recycling bin."
Question about cardboard 826c92,"To dispose of cardboard, please use the dry waste recycling bin."
Question about plastic bottle d7d904,"To dispose of plastic bottle, please use the dry waste recycling bin."
Question about glass jar 7a821b,"To dispose of glass jar, please use the dry waste recycling bin."
Question about beer can 37a8b7,"To dispose of beer can, please use the dry waste recycling bin."
Question about newspaper dfd135,"To dispose of newspaper, please use the dry waste recycling bin."
Question about cookie box 0cf92a,"To dispose of cookie box, please use the dry waste recycling bin."
Question about plastic cup 0787f8,"To dispose of plastic cup, please use the dry waste recycling bin."
Question about glass jar cc7d89,"To dispose of glass jar, please use the dry waste recycling bin."
Question about empty deodorant 11e4a4,"To dispose of empty deodorant, please use the dry waste recycling bin."
Question about wine bottle 03075e,"To dispose of wine bottle, please use the dry waste recycling bin."
Question about pizza box (clean) cc240f,"To dispose of pizza box (clean), please use the dry waste recycling bin."
Question about cookie box 4c5aa1,"To dispose of cookie box, please use the dry waste recycling bin."
Question about beer can e15597,"To dispose of beer can, please use the dry waste recycling bin."
Question about empty deodorant 16c58c,"To dispose of empty deodorant, please use the dry waste recycling bin."
Question about aluminum foil 71b253,"To dispose of aluminum foil, please use the dry waste recycling bin."
Question about broken glass 68dcf1,"To dispose of broken glass, please use the dry waste recycling bin."
Question about tin can 964a42,"To dispose of tin can, please use the dry waste recycling bin."
Question about plastic container c06c02,"To dispose of plastic container, please use the dry waste recycling bin."
Question about wrapping paper 7b0e7b,"To dispose of wrapping paper, please use the dry waste recycling bin."
Question about detergent bottle 66255a,"To dispose of detergent bottle, please use the dry waste recycling bin."
Question about soda can 34854e,"To dispose of soda can, please use the dry waste recycling bin."
Question about shampoo bottle 0fc106,"To dispose of shampoo bottle, please use the dry waste recycling bin."
Question about aluminum foil 172dcb,"To dispose of aluminum foil, please use the dry waste recycling bin."
Question about empty deodorant f48bdd,"To dispose of empty deodorant, please use the dry waste recycling bin."
Question about paper bag 7d7da7,"To dispose of paper bag, please use the dry waste recycling bin."
Question about detergent bottle 71ac11,"To dispose of detergent bottle, please use the dry waste recycling bin."
Question about magazine fc6379,"To dispose of magazine, please use the dry waste recycling bin."
Question about plastic cup fbc999,"To dispose of plastic cup, please use the dry waste recycling bin."
Question about cookie box 08889b,"To dispose of cookie box, please use the dry waste recycling bin."
Question about glass jar ea4359,"To dispose of glass jar, please use the dry waste recycling bin."
Question about empty deodorant ae82eb,"To dispose of empty deodorant, please use the dry waste recycling bin."
Question about tin can 2093ff,"To dispose of tin can, please use the dry waste recycling bin."
Question about cardboard 5cffad,"To dispose of cardboard, please use the dry waste recycling bin."
Question about plastic container f6721c,"To dispose of plastic container, please use the dry waste recycling bin."
Question about plastic container e1d2fb,"To dispose of plastic container, please use the dry waste recycling bin."
Question about tin can 514460,"To dispose of tin can, please use the dry waste recycling bin."
Question about cardboard 7828c5,"To dispose of cardboard, please use the dry waste recycling bin."
Question about soda can 866d73,"To dispose of soda can, please use the dry waste recycling bin."
Question about milk carton d66a0b,"To dispose of milk carton, please use the dry waste recycling bin."
Question about glass jar aeb0f2,"To dispose of glass jar, please use the dry waste recycling bin."
Question about newspaper fdcb6e,"To dispose of newspaper, please use the dry waste recycling bin."
Question about tin can b82485,"To dispose of tin can, please use the dry waste recycling bin."
Question about office paper 5596c1,"To dispose of office paper, please use the dry waste recycling bin."
Question about newspaper e546db,"To dispose of newspaper, please use the dry waste recycling bin."
Question about milk carton 6735e3,"To dispose of milk carton, please use the dry waste recycling bin."
Question about cookie box 70bd36,"To dispose of cookie box, please use the dry waste recycling bin."
Question about milk carton b5042f,"To dispose of milk carton, please use the dry waste recycling bin."
Question about cardboard 65cb88,"To dispose of cardboard, please use the dry waste recycling bin."
Question about soda can c06aef,"To dispose of soda can, please use the dry waste recycling bin."
Question about wrapping paper 5086e6,"To dispose of wrapping paper, please use the dry waste recycling bin."
Question about paper bag 7c927f,"To dispose of paper bag, please use the dry waste recycling bin."
Question about paper bag a19406,"To dispose of paper bag, please use the dry waste recycling bin."
Question about wine bottle c3dce0,"To dispose of wine bottle, please use the dry waste recycling bin."
Question about broken glass 0393f6,"To dispose of broken glass, please use the dry waste recycling bin."
Question about office paper d2f321,"To dispose of office paper, please use the dry waste recycling bin."
Question about office paper 1d1a7d,"To dispose of office paper, please use the dry waste recycling bin."
Question about newspaper aedd95,"To dispose of newspaper, please use the dry waste recycling bin."
Question about empty deodorant 4203fe,"To dispose of empty deodorant, please use the dry waste recycling bin."
Question about wrapping paper de2f2a,"To dispose of wrapping paper, please use the dry waste recycling bin."
Question about cereal box 63b1e4,"To dispose of cereal box, please use the dry waste recycling bin."
Question about office paper 4661f1,"To dispose of office paper, please use the dry waste recycling bin."
Question about wrapping paper 2ed961,"To dispose of wrapping paper, please use the dry waste recycling bin."
Question about paper bag bf9947,"To dispose of paper bag, please use the dry waste recycling bin."
Question about junk mail 2dcdef,"To dispose of junk mail, please use the dry waste recycling bin."
Question about broken glass 9c19db,"To dispose of broken glass, please use the dry waste recycling bin."
Question about soda can bf79fc,"To dispose of soda can, please use the dry waste recycling bin."
Question about plastic container c6446b,"To dispose of plastic container, please use the dry waste recycling bin."
Question about pizza box (clean) ecfa62,"To dispose of pizza box (clean), please use the dry waste recycling bin."
Question about milk carton 40cd4a,"To dispose of milk carton, please use the dry waste recycling bin."
Question about cereal box f8d96b,"To dispose of cereal box, please use the dry waste recycling bin."
Question about beer can 961172,"To dispose of beer can, please use the dry waste recycling bin."
Question about aluminum foil 86d11f,"To dispose of aluminum foil, please use the dry waste recycling bin."
Question about aluminum foil aa72bf,"To dispose of aluminum foil, please use the dry waste recycling bin."
Question about wrapping paper 5b04db,"To dispose of wrapping paper, please use the dry waste recycling bin."
Question about cookie box 81317f,"To dispose of cookie box, please use the dry waste recycling bin."
Question about tin can c0de44,"To dispose of tin can, please use the dry waste recycling bin."
Question about junk mail 55940d,"To dispose of junk mail, please use the dry waste recycling bin."
Question about glass jar 5bd8ae,"To dispose of glass jar, please use the dry waste recycling bin."
Question about plastic cup a97f04,"To dispose of plastic cup, please use the dry waste recycling bin."
Question about plastic bottle 695634,"To dispose of plastic bottle, please use the dry waste recycling bin."
Question about plastic container fe144a,"To dispose of plastic container, please use the dry waste recycling bin."
Question about cookie box 4c7ffa,"To dispose of cookie box, please use the dry waste recycling bin."
Question about plastic bottle 8f847b,"To dispose of plastic bottle, please use the dry waste recycling bin."
Question about plastic cup 36c499,"To dispose of plastic cup, please use the dry waste recycling bin."
Question about aluminum foil 201e32,"To dispose of aluminum foil, please use the dry waste recycling bin."
Question about wrapping paper d8f595,"To dispose of wrapping paper, please use the dry waste recycling bin."
Question about magazine bbbeca,"To dispose of magazine, please use the dry waste recycling bin."
Question about aluminum foil cdb037,"To dispose of aluminum foil, please use the dry waste recycling bin."
Question about aluminum foil 2fce63,"To dispose of aluminum foil, please use the dry waste recycling bin."
Question about magazine 0856c1,"To dispose of magazine, please use the dry waste recycling bin."
Question about magazine b73597,"To dispose of magazine, please use the dry waste recycling bin."
Question about paper bag dc0ac4,"To dispose of paper bag, please use the dry waste recycling bin."
Question about wrapping paper e3f808,"To dispose of wrapping paper, please use the dry waste recycling bin."
Question about empty deodorant 31470d,"To dispose of empty deodorant, please use the dry waste recycling bin."
Question about plastic container 333576,"To dispose of plastic container, please use the dry waste recycling bin."
Question about milk carton 69efc6,"To dispose of milk carton, please use the dry waste recycling bin."
Question about newspaper 549e65,"To dispose of newspaper, please use the dry waste recycling bin."
Question about junk mail 8242d3,"To dispose of junk mail, please use the dry waste recycling bin."
Question about cardboard a47c73,"To dispose of cardboard, please use the dry waste recycling bin."
